VP	TO	 ID obj.	ITyp	STyp	S	Zaèátek	Konec	VarPole	ÈZá	H	Var.pole uživatel.dat
01	S	20002717	1001	B007	1	01.04.2021	31.12.2024	T 30002098			T 30002098                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002717	1001	B007	1	01.04.2021	31.12.2024	T 30002099			T 30002099                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002717	1001	B007	1	01.04.2021	31.12.2024	T 30002125			T 30002125                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002717	1001	B007	1	01.04.2021	31.12.2024	T 30002126			T 30002126                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002717	1001	B007	1	01.04.2021	31.12.2024	T 30002127			T 30002127                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002717	1001	B007	1	01.04.2021	31.12.2024	T 30002128			T 30002128                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002717	1001	B007	1	01.04.2021	31.12.2024	T 30015025			T 30015025                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002717	1001	B007	1	01.04.2021	31.12.2024	T 30049045			T 30049045                                     #900173090000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002717	1001	B007	1	01.04.2021	31.12.2024	T 30056457			T 30056457                                     #000000000000000000000000000000000000000000000000000000000000000000000000VARC
01	S	20002717	1001	B007	1	01.04.2021	31.12.2024	T 30064730			T 30064730                                     #000000000000000000000000000000000000000000000000000000000000000000000000VARC
01	S	20002717	1001	B007	1	01.01.2025	31.12.9999	T 30002005			T 30002005                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002717	1001	B007	1	01.01.2025	31.12.9999	T 30002019			T 30002019                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002717	1001	B007	1	01.01.2025	31.12.9999	T 30002020			T 30002020                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002717	1001	B007	1	01.01.2025	31.12.9999	T 30002021			T 30002021                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002717	1001	B007	1	01.01.2025	31.12.9999	T 30002022			T 30002022                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002717	1001	B007	1	01.01.2025	31.12.9999	T 30002023			T 30002023                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002717	1001	B007	1	01.01.2025	31.12.9999	T 30002024			T 30002024                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002717	1001	B007	1	01.01.2025	31.12.9999	T 30002075			T 30002075                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002717	1001	B007	1	01.01.2025	31.12.9999	T 30002078			T 30002078                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002717	1001	B007	1	01.01.2025	31.12.9999	T 30002079			T 30002079                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002717	1001	B007	1	01.01.2025	31.12.9999	T 30002080			T 30002080                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002717	1001	B007	1	01.01.2025	31.12.9999	T 30002082			T 30002082                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002717	1001	B007	1	01.01.2025	31.12.9999	T 30002088			T 30002088                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002717	1001	B007	1	01.01.2025	31.12.9999	T 30002089			T 30002089                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002717	1001	B007	1	01.01.2025	31.12.9999	T 30002090			T 30002090                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002717	1001	B007	1	01.01.2025	31.12.9999	T 30002092			T 30002092                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002717	1001	B007	1	01.01.2025	31.12.9999	T 30002095			T 30002095                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002717	1001	B007	1	01.01.2025	31.12.9999	T 30002098			T 30002098                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002717	1001	B007	1	01.01.2025	31.12.9999	T 30002099			T 30002099                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002717	1001	B007	1	01.01.2025	31.12.9999	T 30002125			T 30002125                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002717	1001	B007	1	01.01.2025	31.12.9999	T 30002126			T 30002126                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002717	1001	B007	1	01.01.2025	31.12.9999	T 30002127			T 30002127                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002717	1001	B007	1	01.01.2025	31.12.9999	T 30002128			T 30002128                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002717	1001	B007	1	01.01.2025	31.12.9999	T 30015025			T 30015025                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002717	1001	B007	1	01.01.2025	31.12.9999	T 30049045			T 30049045                                     #900173090000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002717	1001	B007	1	01.01.2025	31.12.9999	T 30056457			T 30056457                                     #000000000000000000000000000000000000000000000000000000000000000000000000VARC
01	S	20002717	1001	B007	1	01.01.2025	31.12.9999	T 30064730			T 30064730                                     #000000000000000000000000000000000000000000000000000000000000000000000000VARC
01	S	20002720	1001	B007	1	01.07.2020	31.12.9999	T 30004701			T 30004701                                     #000000000000000000000000000000000000000000000000000000000000000000000000VEPC
01	S	20002720	1001	B007	1	01.07.2020	31.12.9999	T 30004725			T 30004725                                     #000000000000000000000000000000000000000000000000000000000000000000000000VEPC
01	S	20002720	1001	B007	1	01.07.2020	31.12.9999	T 30004726			T 30004726                                     #000000000000000000000000000000000000000000000000000000000000000000000000VEPC
01	S	20002720	1001	B007	1	01.07.2020	31.12.9999	T 30004728			T 30004728                                     #000000000000000000000000000000000000000000000000000000000000000000000000VEPC
01	S	20002720	1001	B007	1	01.07.2020	31.12.9999	T 30004824			T 30004824                                     #000000000000000000000000000000000000000000000000000000000000000000000000VARC
01	S	20002720	1001	B007	1	01.07.2020	31.12.9999	T 30005506			T 30005506                                     #000000000000000000000000000000000000000000000000000000000000000000000000VARC
01	S	20002720	1001	B007	1	01.07.2020	31.12.9999	T 30013594			T 30013594                                     #000000000000000000000000000000000000000000000000000000000000000000000000VEPC
01	S	20002720	1001	B007	1	01.07.2020	31.12.9999	T 30013640			T 30013640                                     #000000000000000000000000000000000000000000000000000000000000000000000000VEPC
01	S	20002720	1001	B007	1	01.07.2020	31.12.9999	T 30036833			T 30036833                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002720	1001	B007	1	01.07.2020	31.12.9999	T 30036834			T 30036834                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002720	1001	B007	1	01.07.2020	31.12.9999	T 30036835			T 30036835                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002720	1001	B007	1	01.07.2020	31.12.9999	T 30036838			T 30036838                                     000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002720	1001	B007	1	01.07.2020	31.12.9999	T 30036839			T 30036839                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002720	1001	B007	1	01.07.2020	31.12.9999	T 30043574			T 30043574                                     #000000000000000000000000000000000000000000000000000000000000000000000000VEPC
01	S	20002720	1001	B007	1	01.07.2020	31.12.9999	T 30043575			T 30043575                                     #000000000000000000000000000000000000000000000000000000000000000000000000VEPC
01	S	20002720	1001	B007	1	01.07.2020	31.12.9999	T 30043577			T 30043577                                     #000000000000000000000000000000000000000000000000000000000000000000000000VEPC
01	S	20002720	1001	B007	1	01.07.2020	31.12.9999	T 30043598			T 30043598                                     #000000000000000000000000000000000000000000000000000000000000000000000000VEPC
01	S	20002720	1001	B007	1	01.07.2020	31.12.9999	T 30043604			T 30043604                                     #000000000000000000000000000000000000000000000000000000000000000000000000VEPC
01	S	20002720	1001	B007	1	01.07.2020	31.12.9999	T 30063780			T 30063780                                     #000000000000000000000000000000000000000000000000000000000000000000000000VARC
01	S	20002720	1001	B007	1	01.07.2020	31.12.9999	T 30063854			T 30063854                                     #000000000000000000000000000000000000000000000000000000000000000000000000VARC
01	S	20002720	1001	B007	1	01.07.2020	31.12.9999	T 30063855			T 30063855                                     #000000000000000000000000000000000000000000000000000000000000000000000000VARC
01	S	20002720	1001	B007	1	01.07.2020	31.12.9999	T 30063856			T 30063856                                     #000000000000000000000000000000000000000000000000000000000000000000000000VARC
01	S	20002721	1001	B007	1	01.04.2012	31.12.2014	T 30003679			T 30003679                                     000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002721	1001	B007	1	01.04.2012	31.12.2014	T 30003680			T 30003680                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002721	1001	B007	1	01.04.2012	31.12.2014	T 30003681			T 30003681                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002721	1001	B007	1	01.04.2012	31.12.2014	T 30003682			T 30003682                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002721	1001	B007	1	01.04.2012	31.12.2014	T 30003683			T 30003683                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002721	1001	B007	1	01.04.2012	31.12.2014	T 30003684			T 30003684                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002721	1001	B007	1	01.04.2012	31.12.2014	T 30003685			T 30003685                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002721	1001	B007	1	01.04.2012	31.12.2014	T 30003686			T 30003686                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002721	1001	B007	1	01.04.2012	31.12.2014	T 30003687			T 30003687                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002721	1001	B007	1	01.04.2012	31.12.2014	T 30003688			T 30003688                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002721	1001	B007	1	01.04.2012	31.12.2014	T 30003689			T 30003689                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002721	1001	B007	1	01.04.2012	31.12.2014	T 30003690			T 30003690                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002721	1001	B007	1	01.04.2012	31.12.2014	T 30003691			T 30003691                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002721	1001	B007	1	01.04.2012	31.12.2014	T 30003692			T 30003692                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002721	1001	B007	1	01.04.2012	31.12.2014	T 30003693			T 30003693                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002721	1001	B007	1	01.04.2012	31.12.2014	T 30003696			T 30003696                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002721	1001	B007	1	01.04.2012	31.12.2014	T 30003697			T 30003697                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002721	1001	B007	1	01.04.2012	31.12.2014	T 30003698			T 30003698                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002721	1001	B007	1	01.04.2012	31.12.2014	T 30003699			T 30003699                                     000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002721	1001	B007	1	01.04.2012	31.12.2014	T 30004000			T 30004000                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002721	1001	B007	1	01.04.2012	31.12.2014	T 30004001			T 30004001                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002721	1001	B007	1	01.04.2012	31.12.2014	T 30010334			T 30010334                                     #000000000000000000000000000000000000000000000000000000000000000000000000VARC
01	S	20002721	1001	B007	1	01.04.2012	31.12.2014	T 30019129			T 30019129                                     #000000000000000000000000000000000000000000000000000000000000000000000000VARC
01	S	20002721	1001	B007	1	01.01.2015	31.01.2024	T 30003741			T 30003741                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002721	1001	B007	1	01.01.2015	31.01.2024	T 30010334			T 30010334                                     #000000000000000000000000000000000000000000000000000000000000000000000000VARC
01	S	20002721	1001	B007	1	01.01.2015	31.01.2024	T 30010589			T 30010589                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002721	1001	B007	1	01.01.2015	31.01.2024	T 30010592			T 30010592                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002721	1001	B007	1	01.01.2015	31.01.2024	T 30010597			T 30010597                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002721	1001	B007	1	01.01.2015	31.01.2024	T 30010598			T 30010598                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002721	1001	B007	1	01.01.2015	31.01.2024	T 30010603			T 30010603                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002721	1001	B007	1	01.01.2015	31.01.2024	T 30010606			T 30010606                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002721	1001	B007	1	01.01.2015	31.01.2024	T 30010608			T 30010608                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002721	1001	B007	1	01.01.2015	31.01.2024	T 30010611			T 30010611                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002721	1001	B007	1	01.01.2015	31.01.2024	T 30013312			T 30013312                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002721	1001	B007	1	01.01.2015	31.01.2024	T 30019129			T 30019129                                     #000000000000000000000000000000000000000000000000000000000000000000000000VARC
01	S	20002721	1001	B007	1	01.01.2015	31.01.2024	T 30038539			T 30038539                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002721	1001	B007	1	01.01.2015	31.01.2024	T 30038540			T 30038540                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002721	1001	B007	1	01.01.2015	31.01.2024	T 30038541			T 30038541                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002721	1001	B007	1	01.01.2015	31.01.2024	T 30038542			T 30038542                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002721	1001	B007	1	01.01.2015	31.01.2024	T 30038543			T 30038543                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002721	1001	B007	1	01.01.2015	31.01.2024	T 30038544			T 30038544                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002721	1001	B007	1	01.01.2015	31.01.2024	T 30038545			T 30038545                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002721	1001	B007	1	01.01.2015	31.01.2024	T 30038546			T 30038546                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002721	1001	B007	1	01.01.2015	31.01.2024	T 30038626			T 30038626                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002721	1001	B007	1	01.02.2024	31.05.2025	T 30003741			T 30003741                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002721	1001	B007	1	01.02.2024	31.05.2025	T 30010334			T 30010334                                     #000000000000000000000000000000000000000000000000000000000000000000000000VARC
01	S	20002721	1001	B007	1	01.02.2024	31.05.2025	T 30010589			T 30010589                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002721	1001	B007	1	01.02.2024	31.05.2025	T 30010592			T 30010592                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002721	1001	B007	1	01.02.2024	31.05.2025	T 30010597			T 30010597                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002721	1001	B007	1	01.02.2024	31.05.2025	T 30010598			T 30010598                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002721	1001	B007	1	01.02.2024	31.05.2025	T 30010601			T 30010601                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002721	1001	B007	1	01.02.2024	31.05.2025	T 30010603			T 30010603                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002721	1001	B007	1	01.02.2024	31.05.2025	T 30010606			T 30010606                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002721	1001	B007	1	01.02.2024	31.05.2025	T 30010608			T 30010608                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002721	1001	B007	1	01.02.2024	31.05.2025	T 30010611			T 30010611                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002721	1001	B007	1	01.02.2024	31.05.2025	T 30013312			T 30013312                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002721	1001	B007	1	01.02.2024	31.05.2025	T 30019129			T 30019129                                     #000000000000000000000000000000000000000000000000000000000000000000000000VARC
01	S	20002721	1001	B007	1	01.02.2024	31.05.2025	T 30038539			T 30038539                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002721	1001	B007	1	01.02.2024	31.05.2025	T 30038540			T 30038540                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002721	1001	B007	1	01.02.2024	31.05.2025	T 30038541			T 30038541                                     000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002721	1001	B007	1	01.02.2024	31.05.2025	T 30038542			T 30038542                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002721	1001	B007	1	01.02.2024	31.05.2025	T 30038543			T 30038543                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002721	1001	B007	1	01.02.2024	31.05.2025	T 30038544			T 30038544                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002721	1001	B007	1	01.02.2024	31.05.2025	T 30038545			T 30038545                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002721	1001	B007	1	01.02.2024	31.05.2025	T 30038546			T 30038546                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002721	1001	B007	1	01.02.2024	31.05.2025	T 30038626			T 30038626                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002721	1001	B007	1	01.02.2024	31.05.2025	T 30082038			T 30082038                                     #000000000000000000000000000000000000000000000000000000000000000000000000VARC
01	S	20002722	1001	B007	1	01.11.2017	31.12.2022	T 30002005			T 30002005                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002722	1001	B007	1	01.11.2017	31.12.2022	T 30002019			T 30002019                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002722	1001	B007	1	01.11.2017	31.12.2022	T 30002020			T 30002020                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002722	1001	B007	1	01.11.2017	31.12.2022	T 30002021			T 30002021                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002722	1001	B007	1	01.11.2017	31.12.2022	T 30002022			T 30002022                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002722	1001	B007	1	01.11.2017	31.12.2022	T 30002023			T 30002023                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002722	1001	B007	1	01.11.2017	31.12.2022	T 30002024			T 30002024                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002722	1001	B007	1	01.11.2017	31.12.2022	T 30002075			T 30002075                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002722	1001	B007	1	01.11.2017	31.12.2022	T 30002076			T 30002076                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002722	1001	B007	1	01.11.2017	31.12.2022	T 30002078			T 30002078                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002722	1001	B007	1	01.11.2017	31.12.2022	T 30002079			T 30002079                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002722	1001	B007	1	01.11.2017	31.12.2022	T 30002080			T 30002080                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002722	1001	B007	1	01.11.2017	31.12.2022	T 30002082			T 30002082                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002722	1001	B007	1	01.11.2017	31.12.2022	T 30002092			T 30002092                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002722	1001	B007	1	01.11.2017	31.12.2022	T 30002093			T 30002093                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002722	1001	B007	1	01.11.2017	31.12.2022	T 30002095			T 30002095                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002722	1001	B007	1	01.11.2017	31.12.2022	T 30002096			T 30002096                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002722	1001	B007	1	01.11.2017	31.12.2022	T 30002098			T 30002098                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002722	1001	B007	1	01.11.2017	31.12.2022	T 30002099			T 30002099                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002722	1001	B007	1	01.11.2017	31.12.2022	T 30002125			T 30002125                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002722	1001	B007	1	01.11.2017	31.12.2022	T 30002126			T 30002126                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002722	1001	B007	1	01.11.2017	31.12.2022	T 30018923			T 30018923                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002722	1001	B007	1	01.11.2017	31.12.2022	T 30049047			T 30049047                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002722	1001	B007	1	01.11.2017	31.12.2022	T 30049048			T 30049048                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002722	1001	B007	1	01.01.2023	30.11.2024	T 30002005			T 30002005                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002722	1001	B007	1	01.01.2023	30.11.2024	T 30002019			T 30002019                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002722	1001	B007	1	01.01.2023	30.11.2024	T 30002020			T 30002020                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002722	1001	B007	1	01.01.2023	30.11.2024	T 30002021			T 30002021                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002722	1001	B007	1	01.01.2023	30.11.2024	T 30002022			T 30002022                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002722	1001	B007	1	01.01.2023	30.11.2024	T 30002023			T 30002023                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002722	1001	B007	1	01.01.2023	30.11.2024	T 30002024			T 30002024                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002722	1001	B007	1	01.01.2023	30.11.2024	T 30002075			T 30002075                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002722	1001	B007	1	01.01.2023	30.11.2024	T 30002078			T 30002078                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002722	1001	B007	1	01.01.2023	30.11.2024	T 30002079			T 30002079                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002722	1001	B007	1	01.01.2023	30.11.2024	T 30002080			T 30002080                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002722	1001	B007	1	01.01.2023	30.11.2024	T 30002082			T 30002082                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002722	1001	B007	1	01.01.2023	30.11.2024	T 30002088			T 30002088                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002722	1001	B007	1	01.01.2023	30.11.2024	T 30002089			T 30002089                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002722	1001	B007	1	01.01.2023	30.11.2024	T 30002090			T 30002090                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002722	1001	B007	1	01.01.2023	30.11.2024	T 30002092			T 30002092                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002722	1001	B007	1	01.01.2023	30.11.2024	T 30002095			T 30002095                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002722	1001	B007	1	01.01.2023	30.11.2024	T 30002098			T 30002098                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002722	1001	B007	1	01.01.2023	30.11.2024	T 30002099			T 30002099                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002722	1001	B007	1	01.01.2023	30.11.2024	T 30002125			T 30002125                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002722	1001	B007	1	01.01.2023	30.11.2024	T 30002126			T 30002126                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002722	1001	B007	1	01.01.2023	30.11.2024	T 30002127			T 30002127                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002722	1001	B007	1	01.01.2023	30.11.2024	T 30002128			T 30002128                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002722	1001	B007	1	01.01.2023	30.11.2024	T 30015025			T 30015025                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002722	1001	B007	1	01.01.2023	30.11.2024	T 30049045			T 30049045                                     #900173090000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002722	1001	B007	1	01.01.2023	30.11.2024	T 30056457			T 30056457                                     #000000000000000000000000000000000000000000000000000000000000000000000000VARC
01	S	20002722	1001	B007	1	01.12.2024	31.12.9999	T 30002005			T 30002005                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002722	1001	B007	1	01.12.2024	31.12.9999	T 30002019			T 30002019                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002722	1001	B007	1	01.12.2024	31.12.9999	T 30002020			T 30002020                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002722	1001	B007	1	01.12.2024	31.12.9999	T 30002021			T 30002021                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002722	1001	B007	1	01.12.2024	31.12.9999	T 30002022			T 30002022                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002722	1001	B007	1	01.12.2024	31.12.9999	T 30002023			T 30002023                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002722	1001	B007	1	01.12.2024	31.12.9999	T 30002024			T 30002024                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002722	1001	B007	1	01.12.2024	31.12.9999	T 30002075			T 30002075                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002722	1001	B007	1	01.12.2024	31.12.9999	T 30002078			T 30002078                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002722	1001	B007	1	01.12.2024	31.12.9999	T 30002079			T 30002079                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002722	1001	B007	1	01.12.2024	31.12.9999	T 30002080			T 30002080                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20002722	1001	B007	1	01.12.2024	31.12.9999	T 30002082			T 30002082                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
